이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
천미미,중국요리,4.1,280,"서울 강남구 강남대로152길 11 1층
(지번) 신사동 512-19",37.51738248,127.0203307,02-540-7200,"오향장육 (41,000원), 짜장면 (9,000원), 짬뽕탕 (26,000원), 미미짬뽕 （하얀짬뽕） (12,000원), 깐풍기 (34,000원), 찹쌀탕수육（꿔바로우） (31,000원), 짜장밥 (9,000원), 삼선간짜장 (11,000원), 쟁반짜장 (12,000원), 미미짬뽕밥 （하얀짬뽕밥） (12,000원), 짬뽕 （빨간짬뽕） (11,000원), 짬뽕밥 （빨간짬뽕밥） (11,000원), 삼선짬뽕 (14,000원), 삼선짬뽕밥 (14,000원), 사천탕면 (13,000원), 사천탕면밥 (13,000원), 기스면 (12,000원), 우동 (11,000원), 볶음밥＋후라이 (11,000원), 삼선볶음밥＋후라이 (13,000원), 잡채밥 (12,000원), 마파두부밥 (12,000원), 고추잡채밥 (14,000원), 유산슬밥 (19,000원), 잡탕밥 (19,000원), 중화식 냉면 (14,000원), 콩국수 (11,000원), 유린기 (34,000원), 라조기 (34,000원), 라즈지 (36,000원)",매일 11:30 ~ 21:30
목포집 본점,한식,3.6,156,"서울 강남구 강남대로152길 24
(지번) 신사동 514-3",37.51748878,127.0214133,02-549-5119,"닭볶음탕 특대 (60,000원), 생태찌개 특대 (55,000원), 알탕 대 (45,000원), 갈치조림 2인 (35,000원), 낙지볶음 (30,000원), 닭볶음탕 중 (35,000원), 닭볶음탕 대 (45,000원), 닭볶음탕 소 (25,000원), 생태찌개 대 (45,000원), 생태찌개 중 (35,000원), 생태찌개 소 (25,000원), 알탕 중 (35,000원), 알탕 소 (25,000원), 갈치조림 4인 (70,000원)",화~일 11:30 ~ 22:00 · 휴게시간 화~일 15:00 ~ 16:00
꼬끄더그릴,닭요리,3.9,279,"서울 강남구 강남대로154길 10 금호빌딩 1층
(지번) 신사동 512",37.51752315,127.020153,02-6338-3838,"모둠SET (61,000원), 닭목살SET (41,000원)",일요일
신사소곱창,"곱창,막창",3.3,116,"서울 강남구 압구정로2길 62
(지번) 신사동 512-10",37.51777322,127.0214416,02-515-9931,메뉴 없음,매일 16:00 ~ 01:00
갓포우오,일식,4.1,342,"서울 강남구 강남대로156길 12 다복빌딩 1층
(지번) 신사동 511-1",37.51800293,127.0201851,010-7927-1487,"제철 사시미 모리아와세 (49,000원), 차돌박이 탄탄나베 (32,000원), 쿠로고마 가라아게 (24,000원), 모찌리도후 (10,000원)",매일 17:30 ~ 01:30
샤블리,샤브샤브,4,287,"서울 강남구 강남대로152길 35 2층
(지번) 신사동 515-9",37.51808609,127.0222011,0507-1432-8869,"차돌박이구이&샤브정식 (29,000원), 샤블리 정식 (26,000원), 한우 소고기 샤브정식 (38,000원), 대패삼겹살 with 샤브샤브 (25,000원), 훈제오리구이 & 샤브 정식 (29,000원)",매일 11:30 ~ 23:00
뽕사부,중국요리,4,26,"서울 강남구 선릉로133길 3 1층
(지번) 논현동 111-28",37.51816548,127.0405126,02-546-2661,"짜장면 (9,500원), 뽕사부 짬뽕 (12,500원), 매운 짬뽕 (12,500원), 볶음밥 (10,500원), 짬뽕밥 (13,000원), 탕수육 (23,000원), 수제 군만두 8개 (9,000원), 탕수육（미니） (17,000원), 세트1（탕수육＋짜장＋짬뽕） (38,000원), 탕짜면 (17,000원), 순한 짬뽕 (12,500원), 크림 짬뽕 (14,500원), 치즈 토마토 볶음 짬뽕 (14,500원), 매운 짬뽕밥 (13,000원), 순한 짬뽕밥 (13,000원), 치즈 토마토 볶음 짬뽕밥 (14,500원), 바삭가지튀김 (15,000원), 깐풍기 (28,000원), 유린기 (28,000원), 크림 중새우 (34,000원), 칠리 중새우 (34,000원), 양장피 (30,000원), 유산슬 (36,000원), 고추잡채 (31,000원), 짬뽕탕 (18,000원), 깐풍기（미니） (20,000원), 유린기（미니） (20,000원), 크림중새우（미니） (21,000원), 칠리중새우（미니） (21,000원), 세트5（유산슬＋짜장＋짬뽕） (50,000원)",매일 10:30 ~ 21:00
대봉집 신사본점,삼겹살,4.1,126,"서울 강남구 압구정로2길 57 지하1층,1층
(지번) 신사동 516-18",37.51826058,127.0214437,02-549-0155,"삼겹살 (160g) (15,000원), 껍데기 (150g) (10,000원), 치즈볶음밥 (5,000원), 오징어초무침 (15,000원), 쫄면 (7,000원), 우렁된장찌개 (9,000원), 돼지매운탕 (소) (18,000원), 대봉불고기 (14,000원)",매일 16:00 ~ 24:00
신사모소리,"육류,고기",4.4,235,"서울 강남구 도산대로1길 24 1층 103호
(지번) 신사동 510",37.51827119,127.0199871,02-3447-0542,"모소리 살 (120g) (16,000원), 가오리 살 (120g) (15,000원), 가로막 살 (120g) (15,000원), 구멍살 (120g) (15,000원), 삼각살 (120g) (15,000원), 껍데기 (9,000원), 제주된장찌개 (8,000원), 짜글이밥 (8,000원), 물쫄면/비빔쫄면 (8,000원)",매일 17:00 ~ 23:00
유정식당,한식,3.6,94,"서울 강남구 도산대로28길 14
(지번) 논현동 8-8",37.5183665,127.0280674,02-511-4592,"유정 쌈밥 (2인분 이상 주문) (12,000원), 흑돼지 김치전골 (10,000원), 흑돼지 돌솥 비빔밥 (10,000원), 산채 돌솥 비빔밥 (10,000원), 산채 비빔밥 (10,000원), 유정 부대찌개 (10,000원), 유정 청국장 (10,000원), 초당 순두부 (10,000원), 생고기 흑돼지 오겹살 (17,000원), 흑돼지 고추장 오겹살 (19,000원), 흑돼지 제육볶음 (17,000원), 유정 두부김치 (15,000원), 도토리묵 무침 (15,000원), 삼계탕 (15,000원)","토,일 10:00 ~ 20:00"
식물학,커피전문점,3.4,240,"서울 강남구 강남대로154길 33 신사모던빌딩 1층 101호
(지번) 신사동 516-16",37.51837334,127.0216536,02-518-0701,"오이에이드 (7,000원), 블랑누아 (6,500원), 카페포레 (6,500원), 아메리카노 (5,500원), 말차라떼 (6,500원), 아포가토 (6,500원), 카페라떼 (6,000원), 아인슈페너 (6,500원)",매일 11:30 ~ 22:00
우정양곱창,"곱창,막창",4,240,"서울 강남구 도산대로30길 23 1층
(지번) 논현동 67-11",37.51843456,127.0301087,02-6083-5830,"모듬 한판 (중) (86,000원), 모듬 한판 (대) (106,000원), 특양구이 (44,000원), 곱창구이 (48,000원), 대창구이 (37,000원), 막창구이 (37,000원), 등골 (25,000원), 특양밥 (20,000원), 한우 된장밥 (12,000원), 간.천엽 (6,000원)",일요일
콴안다오,베트남음식,4.2,459,"서울 강남구 강남대로156길 28-2 1층
(지번) 신사동 516-2",37.51848762,127.0215008,0507-1408-1651,"고이 꾸온 (7,000원), 짜조 (7,000원), 반미 (9,000원), 퍼보 (11,000원), 호 띠우 (11,000원), 분깐조 (13,000원), 껌징능주 (12,000원), 껌승 (13,000원), 다우푸솟까 (13,000원)",매일 11:00 ~ 22:00
와라야키 쿠이신보,일식,3.7,70,"서울 강남구 도산대로15길 6 대화빌딩 1층 102호
(지번) 신사동 539",37.51861137,127.0241001,010-8811-9215,메뉴 없음,일요일
골뱅이신사,"호프,요리주점",3.4,615,"서울 강남구 강남대로156길 32 지하1층
(지번) 신사동 516-6",37.51865037,127.0218391,02-549-5677,"생골뱅이탕 (35,000원), 피문어통숙회（大） (75,000원), 꼬막한판 (35,000원), 골뱅이한판 (52,000원), 매운닭발 (26,000원), 먹태 (17,000원), 마약주먹밥 (9,000원), 꼬막비빔밥 (9,000원), 칼국수사리 (5,000원), 오뎅사리 (5,000원), 콜라 (2,000원), 사이다 (2,000원), 한라산소주 (6,000원), 클라우드병맥주 (6,000원), 청하 (6,000원), 참이슬후레쉬 (5,000원), 처음처럼 (5,000원), 하이트병맥주 (5,000원), 피츠병맥주 (5,000원), 일품진로 (35,000원), 화요 (35,000원)",화~일 16:00 ~ 03:00
야사이마끼쿠이신보,일식,3.9,198,"서울 강남구 강남대로152길 62 1층
(지번) 신사동 539-1",37.51868819,127.0242624,010-9498-9215,"야사이마끼 (4종) (15,500원), 치즈두부 (8,000원), 돼지고기 제이로무시 (19,000원), 치킨난방 (13,000원), 햄카츠 (9,500원), 하야시 토마토 샐러드 (7,500원), 돼지고기 샤브샤브 (22,000원), 팽이버섯 야사이마끼 (3,600원), 토마토 야사이마끼 (3,800원), 아보카도 야사이마끼 (3,800원), 가지 야사이마끼 (3,800원), 표고버섯 야사이마끼 (4,300원), 야키소바 야사이마끼 (4,500원), 스키야키 야사이마끼 (5,500원)","월,화,수,목,일 17:30 ~ 01:00"
르사이트,디저트카페,3.7,134,"서울 강남구 도산대로11길 22 1층
(지번) 신사동 536-1",37.51887808,127.0226706,0507-1320-0343,"바닐라 까눌레 (3,300원), 아인슈페너 (6,300원), 버터스카치 (6,300원), 흑임자 라떼 (6,300원), 콜드브루 (6,300원), 에스프레소 (4,300원), 아메리카노(ICE/HOT) (4,800원), 카페라떼 (ICE/HOT) (5,300원), 바닐라라떼 (ICE/HOT) (5,800원), 카라멜마끼아또 (ICE/HOT) (6,000원), 카페모카(ICE/HOT) (6,000원), 자몽/사과/오미자 에이드 (6,300원), 딸기/블루베리/애플망고 요거트 스무디 (6,800원), 밀크티(ICE/HOT) (6,000원), 칼리바우트 초코 라떼 (ICE/HOT) (6,000원), 딸기라떼 (ICE) (6,000원), 밀크아이스크림 (4,300원), 아포가토 (5,000원), 헤이즐넛 아이스크림 (5,500원), 스미스티 (얼그레이/히비스커스/루이보스/캐모마일/페퍼민트) (6,000원), 블랙자몽티(ICE/HOT) (6,500원), 캐모마일애플티(ICE/HOT) (6,500원), 소금빵 (3,800원), 얼그레이 까눌레 (3,500원), 에그타르트 (4,800원), 카라멜 푸딩 (5,000원), 크루키 (4,800원), 카카오닙스 르뱅 쿠키 (4,500원), 호두피칸 쿠키 (4,500원), 말차바스크케익 (8,300원), 얼그레이무화과케익 (7,800원), 카라멜바스크 (8,300원), 마롱티라미수(밤티라) (8,500원)",매일 09:30 ~ 22:00
삼창교자,중식,3.7,509,"서울 강남구 강남대로156길 33 1층
(지번) 신사동 517-34",37.5189151,127.0217504,02-542-5588,"하이단교자 (우니만두) (11,000원), 훠라띠위궈 (매운 소고기전골) (32,000원), 뽀위교자 (전복만두) (9,500원), 빠위교자 (삼치만두) (8,000원), 샨베이교자 (가리비만두) (8,000원), 뉴로우샤런교자 (소고기+새우만두) (8,000원), 뉴로우교자 (소고기만두) (7,000원), 샤런교자 (새우만두) (7,000원), 샤런산센교자 (돼지고기+새우만두) (7,000원), 자오즈 지탕면 (7,000원), 자오즈 마라 지탕면 (8,000원), 훙샤오로우판 (고기덮밥) (9,800원), 량반황과 (오이무침) (4,000원), 량반투도우스 (감자채무침) (4,000원), 량반취우쿠이 (오크라무침) (4,000원), 코우양파이 (양갈비구이) (33,000원), 유린지 (닭다리살튀김) (18,000원), 마라지츠 (매운 닭날개튀김) (18,000원), 나이유샤런 (새우튀김) (18,000원)",매일 11:30 ~ 22:00
평양면옥,냉면,3.2,175,"서울 강남구 논현로150길 6 1층
(지번) 논현동 66-2",37.5189408,127.0291563,02-549-5378,"제육 (34,000원), 제육반 (17,000원), 편육 (37,000원), 편육반 (19,000원), 냉면 (15,000원), 온면 (15,000원), 만두국 (15,000원), 비빔냉면 (15,000원), 접시만두 (15,000원), 접시만두반 (8,000원), 제육반 편육반 (36,000원), 불고기 (38,000원), 어복쟁반 大 (100,000원), 어복쟁반 小 (60,000원)",매일 11:00 ~ 21:30
무오키,양식,4.4,243,"서울 강남구 학동로55길 12-12 2층
(지번) 청담동 38-4",37.51900839,127.0422354,010-2948-4171,"DINNER (240,000원), LUNCH (140,000원)",
길목,"육류,고기",4.2,540,"서울 강남구 영동대로129길 10 1층
(지번) 삼성동 58-6",37.51902266,127.0564034,02-518-9710,"투뿔목살(200g) (18,000원), 특오겹살(200g) (18,000원), 껍살(250g) (20,000원), 표고버섯 (6,000원), 오크라구이 (6,000원)",일요일
딸부자네불백 신사본점,"불고기,두루치기",3.4,71,"서울 강남구 강남대로158길 21 홍인빌딩 1층
(지번) 신사동 508-6",37.51927076,127.0205281,02-3444-3295,메뉴 없음,매일 00:00 ~ 24:00
해남집,"해물,생선",3.6,26,"서울 강남구 강남대로160길 16 1층
(지번) 신사동 508-3",37.51932344,127.0201761,02-543-7244,"갈치조림 (중) (40,000원), 병어조림 (대) (50,000원), 갈치조림 (대) (50,000원), 매생이 (11,000원), 매생이굴전 (30,000원), 해남정식 (19,000원), 연포탕(대) (50,000원), 홍어삼합 (65,000원), 낙지볶음 (30,000원)",일요일
송쉐프 본점,중국요리,3.7,89,"서울 강남구 도산대로1길 40 대영빌딩 1층
(지번) 신사동 507-11",37.51933867,127.0196157,02-546-1178,"짜장면 (8,000원), 볶음짬뽕 (11,000원), 삼선간짜장+프라이 (11,000원), 볶음짜장 (11,000원), 옛날짬뽕 (11,000원), 옛날짬뽕밥 (11,000원), 하얀짬뽕 (12,000원), 하얀짬뽕밥 (12,000원), 낙지삼선짬뽕 (13,000원), 낙지삼선짬뽕밥 (13,000원), 차돌박이짬뽕 (13,000원), 사천탕면 (13,000원), 옛날볶음밥+프라이 (10,000원), 삼선볶음밥+프라이 (12,000원), 잡채볶음밥+프라이 (13,000원), 잡채밥 (11,000원), 마파두부밥 (12,000원), 마라마파두부밥 (12,000원), 고추잡채밥 (14,000원), 버섯덮밥 (15,000원), 유산술밥 (17,000원), 잡탕밥 (19,000원)",매일 11:00 ~ 21:30
네기다이닝라운지,일식집,4.1,197,"서울 강남구 도산대로15길 18 4층
(지번) 신사동 540",37.51948292,127.0240387,02-548-0807,"통영 참굼 (스델라 마리스) (1인) (120,000원), 네기 오마카세 (1인) (120,000원), 사시미 모리아와세 (1인) (120,000원), 니베 치리무시 (1인) (120,000원), 우나기 카바야키 (1인) (120,000원)",매일 17:30 ~ 23:00
삼호짱뚱이,"해물,생선",4.6,69,"서울 강남구 도산대로34길 11 1층
(지번) 논현동 64",37.51963239,127.0310231,02-547-1416,"홍어삼합 (80,000원), 모듬전 (50,000원), 짱뚱이탕 (12,000원), 보리굴비정식 (22,000원), 서대회비빔밥 (16,000원), 산낙지비빔밥 (16,000원), 육전 (50,000원), 굴전 (40,000원), 병어회무침 (50,000원), 서대회무침 (40,000원), 간재미무침 (40,000원), 메생이탕 (12,000원)",일요일
우오하나,일식,4.5,234,"서울 강남구 압구정로2길 29 1층
(지번) 신사동 521-1",37.51990986,127.0204457,010-7569-1487,"제철 사시미 모리아와세 (49,000원), 차돌박이 탄탄나베 (32,000원), 흑임자 가라아게 (24,000원), 모찌리도후 (10,000원)",매일 17:30 ~ 01:30
미미면가 본점,일식,3.6,555,"서울 강남구 강남대로160길 29 1층
(지번) 신사동 521-16",37.52007229,127.0211013,0507-1413-5466,"단새우성게알 냉소바 (18,000원), 고등어구이 온소바 (20,000원), 성게알 냉소바 (23,000원), 성게알 온소바 (23,000원), 소고기 뿌리채소(우엉,연근) (13,000원), 아스파라거스 연어알 (13,000원)",일 11:30 ~ 21:00 · 휴게시간 일 15:00 ~ 17:00
다모아분식,떡볶이,3,47,"서울 강남구 논현로150길 41 1층
(지번) 논현동 61-18",37.52015383,127.0319077,02-542-0435,메뉴 없음,"토,일요일"
돌곰네,"해물,생선",3.7,122,"서울 강남구 언주로146길 18 동현아파트상가 지하1층
(지번) 논현동 105",37.52022598,127.0374955,02-3446-2928,메뉴 없음,일요일
마포숯불갈비,갈비,3.4,40,"서울 강남구 도산대로 232 1층
(지번) 논현동 62-3",37.52038089,127.0325566,02-516-1522,"한우투뿔등심 (59,000원), 한우투뿔갈비살 (59,000원), 한우차돌박이 (38,000원), 한우언양불고기 (38,000원), 왕생갈비 (59,000원), 왕양념갈비 (56,000원), 돼지갈비 (22,000원), 생오겹살 (22,000원), 냉동삼겹살 (15,000원)",매일 11:00 ~ 06:00
명인등심 압구정본점,"육류,고기",4.3,83,"서울 강남구 도산대로 211 동현빌딩 2층
(지번) 신사동 587-14",37.52059555,127.0296817,02-3446-5544,메뉴 없음,매일 11:30 ~ 22:00
부부불이 동대문닭한마리,닭요리,4.1,15,"서울 강남구 언주로148길 14 1층
(지번) 논현동 98-12",37.52063014,127.0361626,02-512-5780,메뉴 없음,"토,일 10:00 ~ 22:00"
자연석돌구이,삼겹살,3.6,49,"서울 강남구 언주로148길 9
(지번) 논현동 97-18",37.52064183,127.0353393,02-548-9494,"대패삼겹 (15,000원), 차돌박이 (24,000원), 오징어불고기(2인) (20,000원), 칼국수 (10,000원), 김치찌개(2인) (18,000원)",매일 11:00 ~ 22:30
한우리 본점,"육류,고기",3.1,101,"서울 강남구 도산대로 304
(지번) 논현동 91-18",37.52114955,127.0347293,02-545-3334,"한우생갈비(200g) (94,000원), 한우토시살(130g) (94,000원), 한우안창살(130g) (94,000원), 한우꽃등심(150g) (76,000원), 한우양념갈비(200g) (72,000원), 한우불고기(180g) (63,000원), 한우등심(150g) (63,000원), 한우차돌박이(130g) (60,000원), 양념갈비(200g) (62,000원), 한우샤브샤브 (62,000원), 한우스끼야끼 (85,000원), 한우곱창전골 (52,000원), 한우버섯국수전골 (35,000원)",
에르바,이탈리안,4,102,"서울 강남구 논현로155길 11 동란빌딩 1층
(지번) 신사동 564-3",37.5217199,127.0271068,02-543-6699,"닭다리살샐러드 (28,000원), 까르보나라 (25,000원), 봉골레 (28,000원), 부라타치즈파스타 (29,000원), 전복리조또 (29,000원), 오소부코 (53,000원)",일요일
스시코우지,"초밥,롤",4.3,346,"서울 강남구 도산대로 318 어넥스 B동 3층
(지번) 논현동 92",37.52184176,127.0368952,02-541-6200,"스시 오마카세 (런치) (150,000원), 사사미 오마카세 (런치 평일만 가능) (180,000원), 스시 오마카세 (디너) (270,000원)","토,일 11:30 ~ 22:00 · 휴게시간 토,일 14:30 ~ 17:30"
마일스톤커피,커피전문점,4.5,841,"서울 강남구 논현로159길 49 1층
(지번) 신사동 554-4",37.52184745,127.0243346,070-4219-1195,"에스프레소 (4,500원), 아메리카노 (5,000원), 플랫화이트 (5,500원), 카페라떼 (5,500원), 비엔나커피 (6,500원), 아몬드라떼 (6,000원), 콜드브루 바닐라 라떼 (6,500원), 카푸치노 (5,800원), 바닐라빈라떼 (6,000원)",매일 10:00 ~ 21:00
현대정육식당,"찌개,전골",3.1,58,"서울 강남구 선릉로146길 5
(지번) 청담동 1-25",37.52192098,127.0401574,02-540-7205,"차돌 (180g) (35,000원), 목항정살(180g) (20,000원), 삼겹살(180g) (16,000원), 목살김치볶음 (2인분) (20,000원), 제육볶음 (10,000원), 목살(180g) (16,000원), 김치찌개 (9,000원), 된장찌개 (8,000원)",매일 11:00 ~ 05:00
무등산,"육류,고기",4.1,88,"서울 강남구 선릉로146길 3 동일빌라 1층
(지번) 청담동 1-15",37.5219615,127.0399427,02-518-4001,"꽃등심 (130g) (70,000원), 생등심 (130g) (53,000원), 안창살 (130g) (85,000원), 갈비살 (130g) (56,000원), 양념꽃등심 (130g) (63,000원)",일요일
아임뮤트,카페,4.4,75,"서울 강남구 논현로157길 36 1층
(지번) 신사동 553-20",37.52198631,127.0251288,0507-1340-5942,"Black (5,000원), White (5,500원), Latte (6,000원), Tea (7,000원), Cheese (6,000원)",매일 12:00 ~ 22:00
마사타코,"멕시칸,브라질",3.7,123,"서울 강남구 압구정로10길 30-8 1층
(지번) 신사동 524-29",37.52199869,127.0217406,02-545-6915,메뉴 없음,화~일 12:00 ~ 22:00
패티앤베지스 타번,햄버거,4.5,318,"서울 강남구 압구정로4길 11 1층
(지번) 신사동 525-2",37.52205058,127.020288,02-541-3443,메뉴 없음,일 11:30 ~ 22:00
르브런쉭,양식,3.8,25,"서울 강남구 강남대로162길 41-22 오로라빌 1층 102호
(지번) 신사동 524",37.52207063,127.0210667,02-542-1985,"그릴드 닭가슴살,샐러드,토마토,아보카도,칼릭드레싱,건과류,치즈 (19,000원), 에그베네딕트 (19,500원), 에그슬럿샌드위치 (19,500원), 항정살파스타 (23,000원), 만조리가토니 (24,000원), 풍기리조또 (25,000원)",매일 10:00 ~ 20:30
온기정,일식,3.1,437,"서울 강남구 압구정로4길 13-9 1층
(지번) 신사동 525-15",37.52219608,127.0208779,02-545-7940,"모밀소바세트 (15,000원), 붓카게냉우동 (12,000원), 유자덴푸라냉우동 (12,000원), 매운스키야끼우동 (12,500원), 멘타이코 스파게티 (12,500원), 스키야끼 우동 (12,500원), 나폴리탄 스파게티 (12,500원), 에비텐 우동 (11,000원), 연어장텐동 (14,000원), 장어튀김텐동 (16,000원), 매운토리텐동 (14,000원), 텐동 (11,500원), 에비텐동 (12,500원), 스테키텐동 (15,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 16:00 ~ 17:00
산호,"해물,생선",3.5,112,"서울 강남구 논현로175길 111 만수빌딩1층
(지번) 신사동 525-7",37.52232699,127.0203999,02-517-0035,"돌문어 숙회 (38,000원), 한우암소 육회낙지탕탕이 (55,000원), 소고기육전 (20,000원), 묵은지를 곁들인 잡내없이 야들야들하게 삶아낸보쌈 (38,000원), 야들야들한 보쌈과 활전복삼합 (65,000원), 보성녹돈 돼지갈비 묵은지조림 (38,000원), 불맛나는 매콤한 산낙지볶음 (48,000원), 양념 LA갈비구이 (39,000원), 칼칼한 불맛나는 제육볶음 (25,000원), 암게꽃게탕 (58,000원), 은지로 끓여낸 부대찌개 (38,000원), 산낙지 연포탕 (48,000원), 백합으로 시원하게 끓여낸 맑은백합탕 (35,000원), 철원 오대쌀 공기밥 (2,000원), 랜덤반찬 4종（김치제외） (5,000원), 빨간묵은지 (3,000원), 씻은묵은지 (3,000원), 구운돌김（조미X） (2,000원), 고노와다추가 (5,000원)",일요일
르포트13,양식,3.8,569,"서울 강남구 압구정로4길 13-13 1층 101,102호
(지번) 신사동 525-13",37.52236894,127.0211325,02-3444-1533,"활가리비찜 (40,000원), 랍스터새우버터구이 (32,000원), 오징어초무침 (29,000원), 전복버터구이 (29,000원), 감바스 (24,000원), 소세지플래터 (35,000원), 치즈우삼겹샐러드 (22,000원), 프랑스식해물찜(씨푸드바스켓) (58,000원), 로제크림갈비살파스타 (23,000원), 라구바질크림파스타 (23,000원)","토,일 12:30 ~ 24:00"
톡톡,양식,3.6,201,"서울 강남구 학동로97길 41 리유빌딩 3층
(지번) 청담동 69-5",37.52240897,127.0543136,02-542-3030,"Pasta- Lobster Risotto (45,000원), Main (68,000원), 디너코스 (150,000원), 런치코스 (95,000원), 주말 런치 (120,000원), 에피타이저 (26,000원)",일 12:00 ~ 21:30 · 휴게시간 화~일 15:00 ~ 18:00
신의주찹쌀순대,순대,3,280,"서울 강남구 영동대로 725 1층
(지번) 청담동 68-7",37.52247832,127.0551558,02-511-9081,"신의주정식 (보) (23,000원), 순대국밥 (보) (17,000원), 진국밥 (17,000원), 신의주정식 (특) (26,000원), 순대국밥 (특) (20,000원), 이린이국밥정식 (10,000원), 순대모듬 (43,000원), 오징어순대 (45,000원), 수육(대) (45,000원), 순대(대) (43,000원), 모듬(대) (45,000원), 야채철판 (2인 기준) (48,000원), 순대전골 (2인 기준) (45,000원), 만두전골 (2인 기준) (40,000원), 소고기수육 (48,000원), 홍어회무침 (40,000원), 오소리감투귀무침 (36,000원), 술국 (33,000원), 물냉면 (15,000원), 비빔냉면 (15,000원), 손만두 (20,000원)",매일 00:00 ~ 24:00
리커테이션,와인바,4.4,329,"서울 강남구 압구정로10길 13 지하1층
(지번) 신사동 532-4",37.5226433,127.0220568,02-6339-5337,"리유니트 람브르스코 (39,000원), 리유니트 라즈베리 (39,000원), 리유니트 비앙코 (39,000원), 리유니트 모스카토 (39,000원), 리유니트 피치모스카토 (39,000원)","월,화,수,목,일 18:00 ~ 24:00"
오미가,한정식,3.1,26,"서울 강남구 논현로 833
(지번) 신사동 585-14",37.52282957,127.0278949,02-543-1145,"생물고등어(한마리) (10,000원), 갈치 (10,000원), 임연수 (10,000원), 갈치조림 (30,000원), 알탕 (10,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:30
마제스티타바론티라운지,양식,4.5,160,"서울 강남구 도산대로 327 에스지에프청담타워 16층
(지번) 신사동 652-16",37.52311961,127.0375986,02-510-5800,"Majestea Dinner Course (100,000원), Majestea Lunch Set (35,000원), Majestea Lunch Course (58,000원), Serenity Salad (30,000원), Assam Rose Pasta (40,000원), Sirloin Steak (96,000원), Peachy Oolong Polpo (43,000원), Tavalon Tea Gelato Sampler (18,000원), Afternoon Tea Set (33,000원), Assam Caesar Salad (25,000원), Lemongrass Cuttlefish Risotto (33,000원), Silver Needle Meatball Pasta (35,000원), Rooibos Genovese Truffle Gnocchi (38,000원), Pine Mushroom Risotto (38,000원), Royal Truffle Black Pasta (55,000원), T-Bone Steak(700g) (210,000원), Fruits Dream Oyster (38,000원), Rooibos Lemon Roast Chicken (38,000원), Lemongrass Bouillabaisse (65,000원), Truffle Deep-fried Potatoes (24,000원)",매일 11:30 ~ 22:00
하모,한정식,3.4,74,"서울 강남구 언주로 819 HB빌딩 2층
(지번) 신사동 627-17",37.52335476,127.0327993,02-515-4266,"진주비빔밥 (19,000원), 헛제사밥 (16,000원), 조선잡채 (45,000원), 육전 (45,000원), 육회 (120g) (50,000원), 석쇠불고기 (50,000원), 차돌박이 구이 (60,000원), 하모반상 (38,000원), 진주반상 (63,000원), 제철반상 (83,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30
볼피노,이탈리안,3.7,341,"서울 강남구 도산대로45길 10-7 신사동K빌딩 1층
(지번) 신사동 650-12",37.52348669,127.0364102,010-2249-1571,"TRUFFLED ARANCINI (19,000원), VOLPINO HOUSE SALAD (21,000원), VOLPINO MINESTRONE (19,000원), POLPETTE (9,000원), BRESAOLA (19,000원)",매일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 18:00
아우어베이커리 도산본점,"제과,베이커리",3.4,133,"서울 강남구 도산대로45길 10-11 1층
(지번) 신사동 648-14",37.52355043,127.0368811,02-545-5556,"더티초코 (4,800원), 빨미까레 (4,300원), Vanilla Double (ICE) (5,300원), Green Tea Double (ICE) (5,300원), 플레인 크루아상 (3,800원), Chai Latte (5,500원), Mocha (5,500원), espresso(HOT) (4,000원), espresso(ICE) (4,000원), americano(HOT) (4,500원), americano(ICE) (4,500원), flat white(HOT) (4,800원), flat white(ICE) (4,800원), our air(ICE) (5,500원)","토,일 10:00 ~ 21:00"
압구정공주떡,"떡,한과",4.2,655,"서울 강남구 논현로161길 10 1층
(지번) 신사동 569-31",37.52360129,127.0274464,02-516-3643,"흑임자케익 (80,000원), 모듬케익 (94,000원), 흑임자인절미(6호) (108,000원), 영양떡(6호) (108,000원), 영양떡+흑임자떡(6호) (108,000원), 영양떡+두텁(6호) (114,000원), 두텁+흑임자떡(6호) (114,000원), 두텁(5호) (120,000원), 약식(5호) (100,000원), 쑥포장인절미 (5호) (80,000원), 모듬찰떡 (5호) (120,000원), 선물세트(大,小) (135,000원), 쑥개떡 (5호) (85,000원)",매일 06:00 ~ 24:00
팔식당,"육류,고기",3.7,141,"서울 강남구 도산대로90길 7 1층
(지번) 청담동 50-11",37.52373734,127.0493531,02-3444-8877,"벌집껍데기 (150g) (11,000원), 한돈생갈비 (200g) (21,000원), 선별숙성삼겹 (160g) (18,000원), 스테이크목살 (160g) (18,000원), 돈안창살, 갈매기살 (160g) (19,000원), 돈마호크 (160g) (18,000원), 약선돼지갈비 (250g) (20,000원)",매일 11:00 ~ 22:30 · 휴게시간 매일 15:00 ~ 17:00
